id,code,name,breadcrumb,level,parent_code
88810,95.03.21.2006,Mine,"Mine, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88811,95.03.21.2007,Uldam,"Uldam, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88812,95.03.21.2008,Tiple,"Tiple, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88813,95.03.21.2009,Wesaltek,"Wesaltek, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88814,95.03.21.2010,Konosa,"Konosa, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88815,95.03.21.2011,Illion,"Illion, Kosarek, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.21
88816,95.03.22.2001,Nipsan,"Nipsan, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88817,95.03.22.2002,Tapla,"Tapla, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88818,95.03.22.2003,Walmak,"Walmak, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88819,95.03.22.2004,Serengon,"Serengon, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88820,95.03.22.2005,Ikmu,"Ikmu, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88821,95.03.22.2006,Biu,"Biu, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88822,95.03.22.2007,Ilukdamon,"Ilukdamon, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88823,95.03.22.2008,Yalmun,"Yalmun, Nipsan, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.22
88824,95.03.23.2001,Ubahak,"Ubahak, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88825,95.03.23.2002,Saruk,"Saruk, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88826,95.03.23.2003,Pini,"Pini, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88827,95.03.23.2004,Sosomikma,"Sosomikma, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88828,95.03.23.2005,Suhuntek,"Suhuntek, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88829,95.03.23.2006,Keleng,"Keleng, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88830,95.03.23.2007,Silong,"Silong, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88831,95.03.23.2008,Nurap,"Nurap, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88832,95.03.23.2009,Wamuhuk,"Wamuhuk, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88833,95.03.23.2010,Welile,"Welile, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88834,95.03.23.2011,Mabien,"Mabien, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88835,95.03.23.2012,Kibianggen,"Kibianggen, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88836,95.03.23.2013,Koluang,"Koluang, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88837,95.03.23.2014,Tolombing,"Tolombing, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88838,95.03.23.2015,Furuluk,"Furuluk, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88839,95.03.23.2016,Oblin,"Oblin, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88840,95.03.23.2017,Bisifak,"Bisifak, Ubahak, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.23
88841,95.03.24.2001,Siwikma,"Siwikma, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88842,95.03.24.2002,Pontenpilik,"Pontenpilik, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88843,95.03.24.2003,Piliam,"Piliam, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88844,95.03.24.2004,Hiklahin,"Hiklahin, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88845,95.03.24.2005,Helapilik,"Helapilik, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88846,95.03.24.2006,Lirutek,"Lirutek, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88847,95.03.24.2007,Huhulpunu,"Huhulpunu, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88848,95.03.24.2008,Pronggoli,"Pronggoli, Pronggoli, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.24
88849,95.03.25.2001,Walma,"Walma, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88850,95.03.25.2002,Solinggul,"Solinggul, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88851,95.03.25.2003,Hontulun,"Hontulun, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88852,95.03.25.2004,Honggolek,"Honggolek, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88853,95.03.25.2005,Werene,"Werene, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88854,95.03.25.2006,Weri,"Weri, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88855,95.03.25.2007,Wewasi,"Wewasi, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88856,95.03.25.2008,Yetehup,"Yetehup, Walma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.25
88857,95.03.26.2001,Subundalek,"Subundalek, Yahuliambut, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.26
88858,95.03.26.2002,Tanggeam,"Tanggeam, Yahuliambut, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.26
88859,95.03.26.2003,Amfulma,"Amfulma, Yahuliambut, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.26
88860,95.03.26.2004,Suksale,"Suksale, Yahuliambut, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.26
88861,95.03.26.2005,Linggisen,"Linggisen, Yahuliambut, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.26
88862,95.03.27.2001,Hereapini,"Hereapini, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88863,95.03.27.2002,Pelentum,"Pelentum, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88864,95.03.27.2003,Homboki,"Homboki, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88865,95.03.27.2004,Menetsing,"Menetsing, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88866,95.03.27.2005,Pue,"Pue, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88867,95.03.27.2006,Kabukal,"Kabukal, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88868,95.03.27.2007,Kinkun,"Kinkun, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88869,95.03.27.2008,Hoet,"Hoet, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88870,95.03.27.2009,Muhumu,"Muhumu, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88871,95.03.27.2010,Ohena,"Ohena, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88872,95.03.27.2011,Nelisa,"Nelisa, Hereapini, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.27
88873,95.03.28.2001,Wanam,"Wanam, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88874,95.03.28.2002,Hereky,"Hereky, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88875,95.03.28.2003,Membaham,"Membaham, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88876,95.03.28.2004,Wisomi,"Wisomi, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88877,95.03.28.2005,Talambela,"Talambela, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88878,95.03.28.2006,Sehelu,"Sehelu, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88879,95.03.28.2007,Ubalihion,"Ubalihion, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88880,95.03.28.2008,Walahan,"Walahan, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88881,95.03.28.2009,Salakma,"Salakma, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88882,95.03.28.2010,Samiyul,"Samiyul, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88883,95.03.28.2011,Letfet,"Letfet, Ubalihi, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.28
88884,95.03.29.2001,Talambo,"Talambo, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88885,95.03.29.2002,Tibul,"Tibul, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88886,95.03.29.2003,Kikila,"Kikila, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88887,95.03.29.2004,Palukae,"Palukae, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88888,95.03.29.2005,Wubri,"Wubri, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88889,95.03.29.2006,Bari,"Bari, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88890,95.03.29.2007,Lulum,"Lulum, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88891,95.03.29.2008,Paleromon,"Paleromon, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88892,95.03.29.2009,"Lelambo 2","Lelambo 2, Talambo, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.29
88893,95.03.30.2001,Puldama,"Puldama, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88894,95.03.30.2002,Kasen,"Kasen, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88895,95.03.30.2003,Bako,"Bako, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88896,95.03.30.2004,Balsek,"Balsek, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88897,95.03.30.2005,Manbolak,"Manbolak, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88898,95.03.30.2006,Famek,"Famek, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88899,95.03.30.2007,Semlu,"Semlu, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88900,95.03.30.2008,Baru,"Baru, Puldama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.30
88901,95.03.31.2001,Endomen,"Endomen, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88902,95.03.31.2002,Okloma,"Okloma, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88903,95.03.31.2003,Delon,"Delon, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88904,95.03.31.2004,Suron,"Suron, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88905,95.03.31.2005,Sentul,"Sentul, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88906,95.03.31.2006,Gidomen,"Gidomen, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88907,95.03.31.2007,Galsin,"Galsin, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88908,95.03.31.2008,Kouwet,"Kouwet, Endomen, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.31
88909,95.03.32.2001,Kona,"Kona, Kona, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.32
88910,95.03.32.2002,Kalpok,"Kalpok, Kona, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.32
88911,95.03.32.2003,Seklak,"Seklak, Kona, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.32
88912,95.03.32.2004,Wetmuk,"Wetmuk, Kona, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.32
88913,95.03.32.2005,Kugun,"Kugun, Kona, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.32
88914,95.03.33.2001,Dirwemna,"Dirwemna, Dirwemna, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.33
88915,95.03.33.2002,Aksal,"Aksal, Dirwemna, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.33
88916,95.03.33.2003,Dolsen,"Dolsen, Dirwemna, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.33
88917,95.03.33.2004,Salengkomo,"Salengkomo, Dirwemna, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.33
88918,95.03.33.2005,Silion,"Silion, Dirwemna, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.33
88919,95.03.34.2001,Holuwon,"Holuwon, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88920,95.03.34.2002,Danggema,"Danggema, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88921,95.03.34.2003,Weni,"Weni, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88922,95.03.34.2004,Sosi,"Sosi, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88923,95.03.34.2005,Sia,"Sia, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88924,95.03.34.2006,Bineleruk,"Bineleruk, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88925,95.03.34.2007,Sohonggik,"Sohonggik, Holuwon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.34
88926,95.03.35.2001,Wanim,"Wanim, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88927,95.03.35.2002,Lolat,"Lolat, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88928,95.03.35.2003,Bunde,"Bunde, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88929,95.03.35.2004,Serahak,"Serahak, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88930,95.03.35.2005,Webile,"Webile, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88931,95.03.35.2006,Dinggila,"Dinggila, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88932,95.03.35.2007,Esalek,"Esalek, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88933,95.03.35.2008,Denema,"Denema, Lolat, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.35
88934,95.03.36.2001,Weawen,"Weawen, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88935,95.03.36.2002,Kwelena,"Kwelena, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88936,95.03.36.2003,Singokla,"Singokla, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88937,95.03.36.2004,Banga,"Banga, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88938,95.03.36.2005,Soline,"Soline, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88939,95.03.36.2006,Musan,"Musan, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88940,95.03.36.2007,Salbi,"Salbi, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88941,95.03.36.2008,Erim,"Erim, Soloikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.36
88942,95.03.37.2001,Sela,"Sela, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88943,95.03.37.2002,Megom,"Megom, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88944,95.03.37.2003,Mondon,"Mondon, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88945,95.03.37.2004,Horoman,"Horoman, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88946,95.03.37.2005,Makero,"Makero, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88947,95.03.37.2006,Orisin,"Orisin, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88948,95.03.37.2007,Monamna,"Monamna, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88949,95.03.37.2008,Ejub,"Ejub, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88950,95.03.37.2009,Dolbol,"Dolbol, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88951,95.03.37.2010,Hemuka,"Hemuka, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88952,95.03.37.2011,Phoy,"Phoy, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88953,95.03.37.2012,Sulda,"Sulda, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88954,95.03.37.2013,Mekdua,"Mekdua, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88955,95.03.37.2014,Bera,"Bera, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88956,95.03.37.2015,Holdomen,"Holdomen, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88957,95.03.37.2016,Asok,"Asok, Sela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.37
88958,95.03.38.2001,Korupun,"Korupun, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88959,95.03.38.2002,Dagi,"Dagi, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88960,95.03.38.2003,Wemin,"Wemin, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88961,95.03.38.2004,Morome,"Morome, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88962,95.03.38.2005,Moo,"Moo, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88963,95.03.38.2006,Batkuk,"Batkuk, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88964,95.03.38.2007,Maldua,"Maldua, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88965,95.03.38.2008,Amdua,"Amdua, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88966,95.03.38.2009,Somsek,"Somsek, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88967,95.03.38.2010,Basal,"Basal, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88968,95.03.38.2011,Yamdua,"Yamdua, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88969,95.03.38.2012,Dildau,"Dildau, Korupun, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.38
88970,95.03.39.2001,Langda,"Langda, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88971,95.03.39.2002,Alirji,"Alirji, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88972,95.03.39.2003,Laryi,"Laryi, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88973,95.03.39.2004,Wasumurji,"Wasumurji, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88974,95.03.39.2005,Kirabuk,"Kirabuk, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88975,95.03.39.2006,Kap-kap,"Kap-kap, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88976,95.03.39.2007,Yalar,"Yalar, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88977,95.03.39.2008,Bebekle,"Bebekle, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88978,95.03.39.2009,Lukun,"Lukun, Langda, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.39
88979,95.03.40.2001,Bomela,"Bomela, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88980,95.03.40.2002,Yalmabi,"Yalmabi, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88981,95.03.40.2003,Kitikni,"Kitikni, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88982,95.03.40.2004,Sombat,"Sombat, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88983,95.03.40.2005,Kubialat,"Kubialat, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88984,95.03.40.2006,Palamdua,"Palamdua, Bomela, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.40
88985,95.03.41.2001,Suntamon,"Suntamon, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88986,95.03.41.2002,Tapasik,"Tapasik, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88987,95.03.41.2003,Bulbul,"Bulbul, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88988,95.03.41.2004,Dirik,"Dirik, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88989,95.03.41.2005,Yup,"Yup, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88990,95.03.41.2006,Bongkok,"Bongkok, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88991,95.03.41.2007,Masumkon,"Masumkon, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88992,95.03.41.2008,Binalkon,"Binalkon, Suntamon, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.41
88993,95.03.42.2001,Seradala,"Seradala, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88994,95.03.42.2002,Moruf,"Moruf, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88995,95.03.42.2003,Koper,"Koper, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88996,95.03.42.2004,Teret,"Teret, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88997,95.03.42.2005,Tokuni,"Tokuni, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88998,95.03.42.2006,Burupmakot,"Burupmakot, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
88999,95.03.42.2007,Yasip,"Yasip, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
89000,95.03.42.2008,Masomduba,"Masomduba, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
89001,95.03.42.2009,Samboga,"Samboga, Seradala, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.42
89002,95.03.43.2001,Yalisomon,"Yalisomon, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89003,95.03.43.2002,Yabi,"Yabi, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89004,95.03.43.2003,Sobaham,"Sobaham, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89005,95.03.43.2004,Balinggama,"Balinggama, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89006,95.03.43.2005,Dohong,"Dohong, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89007,95.03.43.2006,Hamik,"Hamik, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89008,95.03.43.2007,Kulahaik,"Kulahaik, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89009,95.03.43.2008,Simbuk,"Simbuk, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89010,95.03.43.2009,Puahun,"Puahun, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89011,95.03.43.2010,"Silak Pahabol","Silak Pahabol, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89012,95.03.43.2011,Sele,"Sele, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89013,95.03.43.2012,Benembia,"Benembia, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89014,95.03.43.2013,Hubik,"Hubik, Sobaham, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.43
89015,95.03.44.2001,Kabianggama,"Kabianggama, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89016,95.03.44.2002,Sohobma,"Sohobma, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89017,95.03.44.2003,Sohal,"Sohal, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89018,95.03.44.2004,Bahabolma,"Bahabolma, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89019,95.03.44.2005,Subayo,"Subayo, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89020,95.03.44.2006,Buahun,"Buahun, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89021,95.03.44.2007,Domul,"Domul, Kabianggama, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.44
89022,95.03.45.2001,Debula,"Debula, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89023,95.03.45.2002,Kwelamdua,"Kwelamdua, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89024,95.03.45.2003,"Kubuk dua","Kubuk dua, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89025,95.03.45.2004,Senayom,"Senayom, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89026,95.03.45.2005,Sesepne,"Sesepne, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89027,95.03.45.2006,Baluk,"Baluk, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89028,95.03.45.2007,Kemligin,"Kemligin, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89029,95.03.45.2008,Obis,"Obis, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89030,95.03.45.2009,Yalidomon,"Yalidomon, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89031,95.03.45.2010,Kabulan,"Kabulan, Kwelamdua, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.45
89032,95.03.46.2001,Silakma,"Silakma, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89033,95.03.46.2002,Somarin,"Somarin, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89034,95.03.46.2003,Kenkeni,"Kenkeni, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89035,95.03.46.2004,Monin,"Monin, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89036,95.03.46.2005,Enggelasue,"Enggelasue, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89037,95.03.46.2006,Oakbisik,"Oakbisik, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89038,95.03.46.2007,Momenggama,"Momenggama, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89039,95.03.46.2008,Husmo,"Husmo, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
89040,95.03.46.2009,Karelma,"Karelma, Kwikma, Kabupaten Yahukimo, Papua Pegunungan",6,95.03.46
